,author,creation_date,expiry,last_reply,parent_category,price,replies,saving,source,thread_category,title,url,views,votes
22,wildzero,"Jun 24th, 2020 2:35 pm",,"Jun 25th, 2020 6:52 am",,39.88,24,,Atmosphere,Apparel,McKINLEY Make 55L Backpack - Black $39.88,http://www.pntrac.com/t/2-242798-58025-142468?url=https%3A%2F%2Fwww.atmosphere.ca%2Fproduct%2Fmckinley-make-55l-backpack-black-332220314.html%3Fgclid%3DEAIaIQobChMItrW-q52Z6gIVTeG1Ch3S4wAKEAQYASABEgINLfD_BwE%23332220314%3D332220316&amp;website=133845&amp;sid=rfdcb,5783,9
23,LABanks,"Jun 24th, 2020 5:25 pm",,"Jun 25th, 2020 1:46 am",Computers & Electronics,32.49,7,20%,Amazon.ca,Video Games,Resident Evil 2 (PS4) - $32.49,http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fgp%2Fproduct%2FB07DJRFSL1%2Fref%3Dox_sc_saved_title_8%3Fsmid%3DA3DWYIK6Y9EEQB%26th%3D1&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,2353,7
24,JasonD983,"Jun 18th, 2020 9:31 pm","June 21, 2020","Jun 25th, 2020 1:43 am",,,9,15%,Boston Pizza,Restaurants,Boston Pizza 15% Off E-Gift Card,https://bostonpizza.com/en/gift-cards.html,2934,2
25,Freebush,"Jun 25th, 2020 12:34 am","June 30, 2020","Jun 25th, 2020 1:37 am",,$39.99,3,$30.00,Memory Express,Computers & Electronics,"Logitech G600 MMO Gaming Mouse, Black $39.99",https://www.memoryexpress.com/Products/MX40364,1948,2
26,Freebush,"Jun 25th, 2020 12:51 am","June 30, 2020","Jun 25th, 2020 12:51 am",,$601.75,0,$34.25,,Computers & Electronics,AMD Ryzen 9 3900X 4.6GHz 12-Core AM4 Processor $601.75 PM OP,https://www.shoprbc.com/ca/shop/product_details.php?pid=52679218,1466,2
27,hill15,"Jun 23rd, 2020 7:54 pm",,"Jun 25th, 2020 12:50 am",Kids & Babies,$12.00,12,,Indigo,Toys & Games,B. Toys Light-Up Bowling Set 12.00 (Reg. $34.95),http://www.kqzyfj.com/click-749547-10437934?url=https%3A%2F%2Fwww.chapters.indigo.ca%2Fen-ca%2Ftoys%2Fb-toys-light-up-bowling%2F062243337596-item.html&amp;sid=rfdcb,5868,16
28,afshaikh,"Jun 11th, 2020 8:12 am","June 30, 2022","Jun 25th, 2020 12:48 am",,,14,50% extra,,Travel,Etihad Airlines extra 50% free travel credit,http://go.redirectingat.com?id=2927x594702&amp;xs=1&amp;url=https%3A%2F%2Fwww.etihad.com%2Fen-us%2Fbook%2Fspecial-offers%2Fpromotion%2Fetihad-travel-voucher%3F%26amp%3BCJPID%3D7718223%26amp%3BCID%3Daffcjus%26amp%3Butm_campaign%3Dcj%26amp%3Butm_medium%3Daffiliates%26amp%3Butm_source%3Dcj%26amp%3Bcjevent%3D1684f537ab8b11ea828000780a24060c%26amp%3B%26amp%3Bpzevent%3D1100l8v4ew25%26amp%3Badref%3D4453693%26amp%3Bdclid%3DCPT9qpzb-OkCFRbASgAds7cKtg,4321,3
29,dealo'day,"Jun 23rd, 2020 10:59 pm",,"Jun 25th, 2020 12:34 am",,$10,17,50-75%,Canadian Tire,Home & Garden,Manna insulated bottles 60-75% off,https://www.canadiantire.ca/en/pdp/manna-insulated-water-bottle-assorted-1424534p.html#srp,5429,7
0,TRAJ007,"Jun 24th, 2020 11:44 pm","June 28, 2020","Jun 25th, 2020 12:08 am",,,4,50%OFF,,Apparel,Halley Hansen 50% discount code from Canadian Tire Bank,https://www.hellyhansen.com/en_ca/?gclid=EAIaIQobChMI38jk0Iac6gIVwRx9Ch3WOgRaEAAYASAAEgLicvD_BwE&amp;gclsrc=aw.ds,1892,-3
1,Gommes,"Jun 24th, 2020 4:52 pm",,"Jun 25th, 2020 12:05 am",Home & Garden,5,3,66%,Walmart,Outdoors & Patio,Ozark Trail folding chair (5$) and stool (1$),http://click.linksynergy.com/deeplink?id=CAqD7bLWUPI&amp;mid=36751&amp;murl=https%3A%2F%2Fwww.walmart.ca%2Fen%2Fip%2F6000198308263&amp;u1=rfdcb,4421,4
2,Pinetrees,"Jun 24th, 2020 8:51 am",,"Jun 24th, 2020 11:06 pm",,29.99,35,,Amazon.ca,Computers & Electronics,RAVPower Compact GaN USB c Charger 61W PD [$29.99],http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fgp%2Fproduct%2FB07VRZ8WCK%2F&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,5629,23
3,2becool,"Jun 24th, 2020 8:29 pm","July 2, 2020","Jun 24th, 2020 10:15 pm",Beauty & Wellness,,4,15%,,Other,cpapoutlet.ca Save 15% on ALL Complete Mask Systems! Plus Free shipping,https://www.cpapoutlet.ca/en/Masks,1506,-2
4,moromhoo,"Jun 24th, 2020 9:00 pm",,"Jun 24th, 2020 9:12 pm",,$119.00,1,$134.44,Amazon.ca,Computers & Electronics,Echo Plus (2nd gen) / Amazon Smart Plug / Hue White A19 LED Smart Bulb - $119.00,http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fgp%2Fproduct%2FB08BJW9ZKK%2Fref%3Dppx_yo_dt_b_asin_title_o00_s00%3Fie%3DUTF8%26th%3D1&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,1226,2
5,0kevinbui0,"Jun 24th, 2020 7:18 pm",,"Jun 24th, 2020 8:16 pm",Computers & Electronics,Free,3,,,Other,Circle K rock paper prizes is back,https://circlekgames.ca,1624,0
6,ericornucopia,"Jun 24th, 2020 3:40 pm",,"Jun 24th, 2020 7:04 pm",Computers & Electronics,25.98,5,35% off,Amazon.ca,Video Games,Animal Crossing: New Horizons Official Companion Guide-$25.98,http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fgp%2Fproduct%2F3869931000&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,2676,9
7,ffonly,"Jun 17th, 2020 7:55 pm",,"Jun 24th, 2020 6:55 pm",Home & Garden,69.77,26,,Amazon.ca,Appliances,VPCOK Sous Vide Cooker with Sous Vide Cookbook Immersion Circulator Sous Vide Machine 69.77,http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fgp%2Fproduct%2FB07PQ6Q7YG%2Fref%3Dppx_yo_dt_b_asin_title_o07_s00%3Fie%3DUTF8%26psc%3D1&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,5491,2
8,nanmo091032,"Jun 12th, 2020 3:44 pm","June 25, 2020","Jun 24th, 2020 6:23 pm",Computers & Electronics,20.5,3,,,Video Games,"HUMBLE CODEMASTERS BUNDLE 2020 ($20.5) - Grid Autosport, F1 2018/19, Dirt 4, Dirt Rally 1/2",https://www.humblebundle.com/games/codemasters-2020-bundle,1648,6
9,GoldenKnight,"Jun 20th, 2020 7:27 pm",,"Jun 24th, 2020 6:17 pm",Restaurants,$2.25,102,15%,LCBO,Other,Hacker Pschorr Munchner Gold Beer $2.25/tall can,,14002,12
10,betamaxman,"Jun 18th, 2020 6:23 pm",,"Jun 24th, 2020 5:57 pm",,,44,,Amazon.ca,Automotive,Chemical guys foam canon kit with bucket $124.06 free ship,http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2FChemical-HOL148-Bucket-Blaster-Items%2Fdp%2FB07PGQTNR6%2Fref%3Dlp_17919083011_1_7%3Fs%3Dautomotive%26ie%3DUTF8%26qid%3D1592518144%26sr%3D1-7%26th%3D1&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,10020,6
11,nanmo091032,"Jun 24th, 2020 2:29 pm","June 25, 2020","Jun 24th, 2020 5:57 pm",Computers & Electronics,1.1,6,95% off,STEAM,Video Games,Sonic Generations Collection $1.1 (95% off) 1 day sale,https://store.steampowered.com/app/71340/Sonic_Generations_Collection/,2785,32
12,Jhanton,"Jun 22nd, 2020 9:09 pm",,"Jun 24th, 2020 5:38 pm",Computers & Electronics,199.99,9,,London Drugs,Computers & Tablets/eReaders,"LG 29"" 21:9 IPS 75hz Monitor - $199.99",https://www.londondrugs.com/lg-29-inch-ultrawide-ips-gaming-monitor-with-amd-freesync---29wk500-p/L0042346.html,5366,6
13,Yel143,"Jun 17th, 2020 9:39 am","July 31, 2020","Jun 24th, 2020 5:27 pm",Financial Services,,4,,Royal Bank,Credit Cards,RBC credit card customers get 15% statement credit for 30$ Pet Valu in-store + 15% cash back on Ampli app [YMMV],https://www1.royalbank.com/sgw1/secureapp/uy20/myoffers/#/offers/summary,1462,1
14,13inches,"Jun 9th, 2020 11:07 am",,"Jun 24th, 2020 5:22 pm",,,56,,Costco,Computers & Electronics,"27"" LG Gaming Monitor - $339.99",,13441,-7
15,psommerfeld,"Jun 23rd, 2020 3:28 pm",,"Jun 24th, 2020 5:08 pm",Home & Garden,749.99,5,$250 off,Best Buy,Appliances,"LG super-efficient 30"" SS fridge $749.99 (ON only)",https://bestbuyca.o93x.net/c/341376/644465/10221?u=https://www.bestbuy.ca/en-ca/product/lg-30-20-2-cu-ft-top-freezer-refrigerator-with-led-lighting-ltcs20040s-stainless-steel/14138314?icmp=Recos_3across_tp_sllng_prdcts&amp;referrer=PLP_Reco,2978,1
16,immad01,"Jun 8th, 2020 1:48 pm",,"Jun 24th, 2020 5:05 pm",Home & Garden,$14.23,1,,Princess Auto,Home Improvement & Tools,"3 pc Plastic Toolbox Set (12, 16, 19 in.) for $14.23",https://www.princessauto.com/en/detail/3-pc-plastic-toolbox-set/A-p8791923e,1952,2
17,ConnorA1497,"Jun 23rd, 2020 3:17 pm","June 24, 2020","Jun 24th, 2020 4:24 pm",,169.99,38,,The Source,Computers & Electronics,AirPods 2nd Gen - 169.99 - For PSP members at The Source,http://www.jdoqocy.com/click-749547-10797598?url=https%3A%2F%2Fwww.thesource.ca%2Fen-ca%2Faudio-headphones%2Fheadphones%2Fwireless-headphones%2Fapple%25C2%25AE-airpods-with-charging-case-%25282nd-generation%2529%2Fp%2F108081543%3FURL%3Dhttps%253A%252F%252Fwww.thesource.ca%252Fen-ca%252Faudio-headphones%252Fheadphones%252Fwireless-headphones%252Fapple%2525C2%2525AE-airpods-with-charging-case-%2525282nd-generation%252529%252Fp%252F108081543%26aff%3Dcj%26utm_campaign%3Dcj_affiliate_sale%26utm_medium%3Daffiliate%26utm_source%3Dcj%26utm_content%3D749547%26utm_term%3D10797598%26cjevent%3D7cdfc5b3b58911ea827f&amp;sid=rfdcb,9910,36
18,alexttp,"Jun 23rd, 2020 12:32 pm",,"Jun 24th, 2020 4:22 pm",Home & Garden,,17,,Home Depot,Home Improvement & Tools,RYOBI 18V ONE+ 6.0Ah High Capacity Lithium+ HP Battery (2-Pack) $148,https://the-home-depot-ca.pxf.io/c/341376/583694/9526?u=https://www.homedepot.ca/product/ryobi-18v-one-6-0ah-high-capacity-lithium-hp-battery-2-pack-/1001203819,4103,6
19,jonny.bond,"Jun 19th, 2020 10:43 am","June 24, 2020","Jun 24th, 2020 4:20 pm",,309.00,39,$100.00,Lowe's,Automotive,Chamberlain B970C 1.25-HP Belt Drive Garage Door Opener with Wi-Fi and Battery Back-Up $309 PM HD for $278.10,http://www.anrdoezrs.net/click-749547-11662090?url=https%3A%2F%2Fwww.lowes.ca%2Fproduct%2Fgarage-door-openers%2Fchamberlain-125-hp-whisper-drive-belt-drive-garage-door-opener-with-built-in-wi-fi-and-battery-back-up-695205&amp;sid=rfdcb,6518,10
20,brenden,"Jun 23rd, 2020 1:01 pm","July 26, 2020","Jun 24th, 2020 4:18 pm",,,28,100%,Costco,Groceries,HOT - Join and get a $60-80 bonus,https://www.costco.ca/join-costco.html,9070,16
21,Lancer2004,"Jun 19th, 2020 1:58 am",,"Jun 24th, 2020 3:47 pm",Computers & Electronics,1499,57,$100,Canada Computers,Computers & Tablets/eReaders,ASUS TUF - RTX2060 -Ryzen7 4800h - 16GB DDR4 $1499,https://www.canadacomputers.com/product_info.php?cPath=710_1925_1920_1923&amp;item_id=165761,18236,21
22,firestormua,"Jun 24th, 2020 1:55 pm","June 24, 2020","Jun 24th, 2020 3:41 pm",Computers & Electronics,199,11,20%,The Source,Peripherals & Accessories,Acer Nitro QG271 bipx 27” 1080P 75Hz VA LED Gaming Monitor $199 (20% off),http://www.anrdoezrs.net/click-749547-10797598?url=https%3A%2F%2Fwww.thesource.ca%2Fen-ca%2Fgaming%2Fpc-gaming%2Fgaming-monitors%2Facer-nitro-qg271-bipx-27%25E2%2580%259D-1080p-75hz-va-led-gaming-monitor---freesync%2Fp%2F108084647%3Fbid%3DsPexa3Rar8sw%26gclid%3DCjwKCAjw88v3BRBFEiwApwLevcE7KJB2ebRkpBnZcbQQw9YQAtn7n25mScXFgLsrlRhZEgGUAy5rcxoC3nYQAvD_BwE%26gclsrc%3Daw.ds&amp;sid=rfdcb,1859,3
23,CalgaryBen,"Jun 9th, 2020 11:31 am",,"Jun 24th, 2020 3:37 pm",Computers & Electronics,305.99,23,32% off,,Peripherals & Accessories,MFCL3710CW colour laser printer/scanner/copier/fax $305.99+eco fees+taxes YMMV (Reg $449.99),,5936,9
24,immad01,"Jun 1st, 2020 7:52 pm",,"Jun 24th, 2020 3:02 pm",,$44.97,36,,Walmart,Home & Garden,Starfrit The Rock Indoor Smokeless Grill for $44.97 (was $123) YMMV,http://click.linksynergy.com/deeplink?id=CAqD7bLWUPI&amp;mid=36751&amp;murl=https%3A%2F%2Fwww.walmart.ca%2Fen%2Fip%2Fstarfrit-the-rock-indoor-smokeless-grill%2F6000198079494&amp;u1=rfdcb,14707,13
25,jephree,"Jun 24th, 2020 1:06 am",,"Jun 24th, 2020 2:28 pm",,$29.99,8,,Amazon.ca,Computers & Electronics,Anker 30W GaN PD Slim Charger $29.99,http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fdp%2FB07PT7XMP9%2Fref%3Dcm_sw_r_cp_api_i_O5T8EbX2P87HY&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,3497,8
26,MercadorHG,"Jun 24th, 2020 10:35 am",,"Jun 24th, 2020 2:16 pm",Computers & Electronics,18,13,40% off,STEAM,Video Games,Dead Cells - 17.99$ - 40% off,https://store.steampowered.com/app/588650/Dead_Cells/,1532,6
27,ben2003,"Jun 22nd, 2020 3:01 pm",,"Jun 24th, 2020 2:07 pm",Home & Garden,28.99,38,,Costco,Home Decor,Costco] Globe - WiFi Smart Bulbs 3 Pack $28.99,,7033,-22
28,md3491,"Jun 24th, 2020 9:35 am","July 9, 2020","Jun 24th, 2020 1:29 pm",Computers & Electronics,19.99,2,75%,,Video Games,Assassin's Creed Odyssey - PS4 ($19.99),https://store.playstation.com/en-ca/product/UP0001-CUSA09311_00-GAME000000000000,1320,4
29,starbuckscoffee,"Jun 20th, 2020 10:07 pm",,"Jun 24th, 2020 1:12 pm",Home & Garden,349,12,50%,Home Depot,Home Improvement & Tools,RIDGID 13 Amp 10 in. Professional Cast Iron Table Saw Model # R4512 == $349,https://the-home-depot-ca.pxf.io/c/341376/583694/9526?u=https://www.homedepot.ca/product/ridgid-13-amp-10-in-professional-cast-iron-table-saw/1000676081,4612,5
0,chilli604,"Jun 18th, 2020 7:21 pm","July 2, 2020","Jun 24th, 2020 1:10 pm",,$149.99,24,25%,Sport Chek,Sports & Fitness,Bowflex Select tech Dumbbell STAND $149.99,http://www.pntrac.com/t/8-8297-58025-56718?url=https%3A%2F%2Fwww.sportchek.ca%2Fcategories%2Fshop-by-sport%2Ffitness%2Fweightlifting%2Fweights%2Fdumbbells%2Fproduct%2Fbowflex-select-tech-dumbbell-stand-332996471.html%23332996471%3D332996472&amp;website=133845&amp;sid=rfdcb,7284,4
1,DealCanuck,"Jun 23rd, 2020 10:13 pm",,"Jun 24th, 2020 12:43 pm",Automotive,99.99,4,,Canadian Tire,Auto Parts & Accessories,Stanley black chrome 183 pc socket sets $99.99,https://www.canadiantire.ca/en/pdp/stanley-black-chrome-socket-set-183-pc-0589287p.html#srp,2306,4
2,choclover,"Jun 24th, 2020 12:30 pm","July 1, 2020","Jun 24th, 2020 12:43 pm",,,1,,Safeway,Groceries,Get 25 bonus miles when you redeem 95 cash miles,https://www.safeway.ca/flyer/,705,1
3,saku,"Jun 24th, 2020 12:29 pm","June 30, 2020","Jun 24th, 2020 12:29 pm",Entertainment,,0,,,"Books, Music, Movies, Magazines",Scholastic Free Resources Until June 30,http://scholastic.ca/education/free_digital_resources/,1121,5
4,manho,"Jun 24th, 2020 12:21 pm",,"Jun 24th, 2020 12:21 pm",,17.95,0,,Amazon.ca,Home & Garden,"Espro French Press Travel Mug - for tea, $17.95",http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fdp%2FB011WTVTZW%2Fref%3Dtwister_B00WGTULU2%3F_encoding%3DUTF8%26psc%3D1&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,1074,-1
5,ChedBobn,"Jun 24th, 2020 10:36 am",,"Jun 24th, 2020 11:51 am",Home & Garden,247.98,2,,Walmart,Appliances,[YMMV] KitchenAid 4.5 Quart Tilt-Head Stand Mixer,http://click.linksynergy.com/deeplink?id=CAqD7bLWUPI&amp;mid=36751&amp;murl=https%3A%2F%2Fwww.walmart.ca%2Fen%2Fip%2Fkitchenaid-classic-series-45-quart-stand-mixer-white%2F6000189132607&amp;u1=rfdcb,1689,-1
6,immad01,"Jun 23rd, 2020 10:41 pm","July 5, 2020","Jun 24th, 2020 11:35 am",,$4.99,15,,Princess Auto,Computers & Electronics,xtreme 12 Feet 4K HDMI cable for $4.99,https://www.princessauto.com/en/detail/12-ft-4k-hdmi-cable/A-p8803967e,3094,5
7,taya1214,"Jun 17th, 2020 7:15 pm",,"Jun 24th, 2020 11:26 am",,,67,,Save On Foods,Groceries,"Free 5,000 More rewards points (points YMMV)",https://myoffers.saveonfoods.com/programs/saveonfoods/?utm_source=sofadhoc&amp;utm_medium=email&amp;utm_campaign=25-thankyou1-17june20,9793,75
8,Ironsmack,"Jun 21st, 2020 8:54 pm",,"Jun 24th, 2020 11:17 am",,399.17,44,,Amazon.ca,Computers & Electronics,Seagate Exos 14 TB - $399.17,http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fgp%2Fproduct%2FB07T63FDJQ%2Fref%3Dppx_yo_dt_b_asin_title_o00_s00%3Fie%3DUTF8%26psc%3D1&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,10136,9
9,9394,"Jun 20th, 2020 9:19 am","July 4, 2020","Jun 24th, 2020 10:47 am",,,39,,,Computers & Electronics,Father's Day Promo: Bit Defender Sale - 1 Year Licenses $14.99 - $19.99,http://go.redirectingat.com?id=2927x594702&amp;xs=1&amp;url=https%3A%2F%2Fwww.bitdefender.com%2Fmedia%2Fhtml%2Fconsumer%2Frenew%2Fsummer-2020-opt%2F%3Fforce_country%3Dca%26amp%3Bpid%3DEMM_CA_RENEWAL_OFF_EXP_JUN_PGEN%26amp%3Bcid%3Demm%7Cc%7Cemrs%7Crenewal_off_exp_jun%7Cca%26amp%3Bsc_src%3D,7360,3
10,hill15,"Jun 23rd, 2020 7:05 am","June 24, 2020","Jun 24th, 2020 10:46 am",,$1.50,29,,Metro,Groceries,"Becel plant based spread, 454g $1.50 (with coupon) Ontario",https://www.redflagdeals.com/flyers/metro/weekly-jun-18-to-jun-24-2020-161789/,3161,4
11,MaxPayne1979,"May 28th, 2020 11:00 pm",,"Jun 24th, 2020 10:43 am",Beauty & Wellness,,63,,,Other,SiriusXM get 4 months for free,,13753,11
12,Lickzy,"Jun 23rd, 2020 11:47 am","June 30, 2020","Jun 24th, 2020 10:31 am",Computers & Electronics,$12.84,8,66% Off,Nintendo,Video Games,Fell Seal: Arbiter’s Mark - All time low - $12.84 - 66% off,https://www.nintendo.com/en_CA/games/detail/fell-seal-arbiters-mark-switch/,2492,9
13,CaptSmethwick,"Jun 24th, 2020 9:49 am","June 28, 2020","Jun 24th, 2020 10:15 am",,$86.45,4,48%,Amazon.ca,Apparel,Kenneth Cole Reaction Leather laptop back pack $86.45 - that's 50% off,http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fgp%2Fproduct%2FB00M3DU6CO%2Fref%3Dox_sc_act_title_1%3Fsmid%3DA3DWYIK6Y9EEQB%26psc%3D1&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,1482,-3
14,Kishnabe,"Jun 22nd, 2020 11:46 am",,"Jun 24th, 2020 9:37 am",Computers & Electronics,19.99,13,,Amazon.ca,Video Games,Tales of Vesperia Definitive Edition PS4 ONLY Sale $19.99,http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2F12124%2Fdp%2FB07DL353F8&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,4071,18
15,Manik,"Jun 23rd, 2020 12:30 pm",,"Jun 24th, 2020 8:32 am",Sports & Fitness,$91.37,6,,Amazon.ca,Equipment,Weider Pro 255 L Slant Board/Ab Bench $91.37,http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fdp%2FB00701H384&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,2263,0
16,CrackTheDeal,"Jun 23rd, 2020 7:50 pm",,"Jun 24th, 2020 1:35 am",,Free,2,100%,,Computers & Electronics,Nimian Legends: BrightRidge (Android or iOS App),,2407,26
17,alanbrenton,"Jun 19th, 2020 2:14 pm",,"Jun 24th, 2020 12:16 am",,,34,,Sport Chek,Sports & Fitness,(Tennis) Likely ONLINE only Buy a $14.98 Diadora Advantage MP W tennis racquet & get 50% off on a more expensive racquet,http://www.pntrs.com/t/8-8297-58025-56718?url=https%3A%2F%2Fwww.sportchek.ca%2Fcategories%2Fshop-by-sport%2Ftennis-and-racquets%2Ftennis%2Fracquets%2Fsenior-racquets%2Fproduct%2Fdiadora-advantage-mp-w-tennis-racquet-grey-332745277.html%23332745277%255Bcolor%255D%3D332745277_99&amp;website=133845&amp;sid=rfdcb,10892,24
18,computergeek541,"Jun 24th, 2020 12:16 am","July 1, 2020","Jun 24th, 2020 12:16 am",,,0,,Fresh Co,Groceries,"Whole watermelon $2.99 - June 25-July 1, 2020 (Ontario)",,1312,1
19,nUseBro,"Jun 18th, 2020 3:59 pm",,"Jun 23rd, 2020 11:01 pm",,7.46,33,,Amazon.ca,Groceries,"AirHeads Bars, Chewy Fruit Candy, Variety Pack 60 Count - $7.46 - 15% S&S = $6.34",http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fdp%2FB0017L4PH0%2Fref%3Dsns_myd_detail_page&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,6774,8
20,PsychoMantis,"Jun 19th, 2020 7:25 am",,"Jun 23rd, 2020 10:27 pm",,$49.99,32,50%,,Entertainment,Seinfeld & Breaking Bad Complete Series - $50 each,,5914,15
21,edwin23,"Jun 3rd, 2020 7:52 am",,"Jun 23rd, 2020 10:07 pm",Sports & Fitness,,106,,Sport Chek,Equipment,Bowflex Adjustable Kettlebell $199.99,http://www.pntrac.com/t/8-8297-58025-56718?url=https%3A%2F%2Fwww.sportchek.ca%2Fproduct%2Fbowflex-selecttech-840-kettlebell-333112064.html%3Fgclid%3DCj0KCQjwlN32BRCCARIsADZ-J4vGihYqyQjDqyBrYZlLkw8FzT84PV9sqk3RBwU0_9C89R92nzOT6vkaAkszEALw_wcB%26gclsrc%3Daw.ds%23&amp;website=133845&amp;sid=rfdcb,29617,22
22,Supman,"May 29th, 2020 2:57 pm","June 3, 2020","Jun 23rd, 2020 9:44 pm",Home & Garden,29.99,26,70% off,Lowe's,Home Improvement & Tools,Dewalt 10 inch saw 2pk blades $29.99,,9284,13
23,FearLess,"Jun 18th, 2020 11:50 am",,"Jun 23rd, 2020 9:26 pm",Computers & Electronics,,81,,,Video Games,AMAZON AND EBGAME Ring Fit Adventure - Nintendo Switch ($99.99) online and in store,https://www.ebgames.ca/StoreLocator/Index?productId=773971,27220,21
24,cyndihuu,"Jun 23rd, 2020 4:08 pm",,"Jun 23rd, 2020 9:25 pm",,39,10,60% off,Groupon Canada,Restaurants,60% off Six-Course Hibachi Meal for Two or Four for Takeout at Hibachi Teppanyaki & Bar (Burlington),http://click.linksynergy.com/deeplink?id=CAqD7bLWUPI&amp;mid=42502&amp;murl=https%3A%2F%2Fwww.groupon.com%2Fdeals%2Fhibachi-teppanyaki-bar-burlington-3%3Fp%3D4%26utm_source%3Dcrm_im%26utm_medium%3Demail%26t_division%3Dgreater-toronto-area%26date%3D20200620%26uu%3Df1670470-ea93-11e4-9e68-002590980798%26CID%3DUS%26tx%3D0%26s%3Dbody%26c%3Dimage%26d%3Ddeal-page%26utm_campaign%3Df43c2eb2-6a09-41c8-86ea-9d7bf2ac876f_0_20200620&amp;u1=rfdcb,3360,4
25,VinceDeals,"Jun 17th, 2020 9:15 pm","June 18, 2020","Jun 23rd, 2020 9:17 pm",Sports & Fitness,$69.99,22,$130,Canadian Tire,Other,"Celestron 15x70 binoculars $69.99, cheaper than Amazon's lowest",https://www.canadiantire.ca/en/pdp/celestron-skymaster-high-powered-binoculars-15x70-2759992p.html#srp,6231,11
26,bpl3ase,"Jun 23rd, 2020 8:17 pm",,"Jun 23rd, 2020 8:59 pm",,2.75,2,,Real Canadian Superstore,Computers & Electronics,YMMV 5ft Braided or 10 ft non braided HDMI cables $2.75,,1970,2
27,Burningoak,"Jun 22nd, 2020 9:47 pm",,"Jun 23rd, 2020 8:44 pm",Sports & Fitness,59.99,3,$30,,Equipment,Bestech Kendo $59.99 and other folding knives,https://www.warriorsandwonders.com/Bestech_Knives/Bestech_G06B1_Kendo_D2_Green_G10?cPath=243&amp;,2350,5
28,dboyman5,"Jun 23rd, 2020 5:23 pm","July 9, 2020","Jun 23rd, 2020 8:41 pm",Computers & Electronics,$10.07,1,80%,,Video Games,Fairy Fencer F Advent Dark Force $10.07,https://www.nintendo.com/games/detail/fairy-fencer-f-advent-dark-force-switch/,1716,2
29,immad01,"Jun 22nd, 2020 5:12 pm","July 5, 2020","Jun 23rd, 2020 8:10 pm",,$39.99,30,,Princess Auto,Automotive,Torin Big Red 2 Ton 360° Handle Trolley Jack for $39.99 w/FS,https://www.princessauto.com/en/detail/2-ton-360-handle-trolley-jack/A-p8917312e,5724,6
0,Dirtypoodle,"Jun 23rd, 2020 2:19 pm",,"Jun 23rd, 2020 7:45 pm",Computers & Electronics,$399 (USD),3,$300,,Other,ITU's Online Lifetime IT Training Library $300 Off,https://ituonline.com/itu-lifetime-it-training/?cid=cc0623,1816,-3
